"userid","date.crea","score","n.matches","n.updates.photo","n.photos","last.connex","last.up.photo","last.pr.update","gender","sent.ana","length.prof","voyage","laugh","photo.keke","photo.beach"
717,2012-10-27,1.26544187378157,11,4,6,2012-12-04,2012-10-27,NA,0,4.1881219668429,0,0,1,0,0
718,2016-03-07,0.912676756594158,11,0,3,2016-03-31,2016-03-21,NA,0,3.57004726898732,0,1,0,1,0
719,2011-08-26,3.48432832255381,31,4,5,2011-09-17,2011-09-13,NA,1,4.96745156838144,0,0,0,0,0
720,2015-09-22,1.1314236140921,4,5,5,2015-10-03,2015-09-28,NA,1,3.79365531418139,0,0,0,0,1
721,2012-06-02,0.679221840824747,4,2,4,2012-06-20,2012-06-06,NA,1,2.78911788497627,0,0,1,0,0
722,2013-08-31,0.479581421286265,5,3,7,2013-10-12,2013-09-16,NA,0,5.54238350346752,19.9135274727204,1,1,1,0
723,2018-05-03,0.975628333907908,9,4,4,2018-06-25,2018-06-05,NA,0,3.46000108899273,0,0,0,0,1
724,2018-07-01,1.55769421500238,12,1,1,2018-08-24,2018-08-01,NA,0,3.55430566316145,39.4058025538369,0,0,0,0
725,2019-10-08,1.87458869738458,15,1,1,2019-11-05,2019-10-27,NA,2,6.740039553339,20.2604364993887,0,1,0,1
726,2014-01-15,2.20019021346749,19,2,2,2014-02-16,2014-02-16,NA,1,6.57749432893606,34.5641432973769,0,0,0,0
727,2011-11-07,1.98571569374831,16,2,4,2011-11-20,2011-11-10,NA,2,6.50408958177037,28.3678071754828,1,1,0,0
728,2015-12-06,3.06677447152308,27,3,3,2016-01-30,2016-01-01,NA,0,2.64354372093949,1.15428640642343,0,0,0,0
729,2016-12-25,2.61501703467318,14,2,2,2017-01-23,2017-01-25,NA,1,6.6466336615743,13.3438127153301,0,0,0,1
730,2019-03-17,2.14924355394968,18,0,3,2019-05-14,2019-04-10,NA,0,7.98724534362054,0,0,0,0,0
731,2013-09-23,2.6241673735157,23,2,4,2013-10-25,2013-10-15,NA,1,7.635960264993,0,0,0,0,0
732,2017-09-26,1.68634890781073,28,4,3,2017-10-30,2017-10-09,NA,0,9.7727002345498,37.0182787707347,1,1,1,0
733,2017-11-21,4.29270777949784,39,3,3,2017-12-06,2017-11-29,NA,1,7.25699028532291,17.6845170325217,0,0,0,0
734,2014-07-13,1.95679137772841,19,2,5,2014-08-21,2014-08-25,NA,1,5.10190687466246,19.4454649705393,1,0,0,0
735,2009-06-10,1.17418647112942,10,1,2,2009-08-07,2009-06-29,NA,0,7.07746319097989,24.114583806664,1,0,0,0
736,2017-05-10,0.912441021543646,6,-1,4,2017-06-27,2017-05-31,NA,0,2.50310850633391,27.6912642926399,0,0,0,0
737,2019-01-21,4.43053502294087,41,1,2,2019-03-08,2019-02-15,NA,0,5.04955987103218,43.8266782820773,0,0,0,0
738,2012-03-26,3.44229179558218,31,4,3,2012-05-01,2012-05-01,NA,1,4.21022861892577,28.3647114670579,0,0,0,0
739,2016-07-27,5.96661711264416,36,3,3,2016-08-10,2016-08-13,NA,1,6.48942073230885,34.0712056232728,0,0,0,1
740,2013-08-28,0.738603051089733,4,1,2,2013-10-16,2013-09-24,NA,0,7.56551674642746,38.180685585223,0,0,0,0
741,2017-10-09,2.34373936626486,26,2,3,2017-11-26,2017-10-17,NA,0,5.16843845942947,39.8117099114275,0,0,0,1
742,2009-06-01,0.940383529450244,6,1,2,2009-07-01,2009-07-01,NA,2,6.09759714089561,0,1,1,0,0
743,2010-01-22,1.71782645237212,17,0,3,2010-03-11,2010-02-21,NA,0,9.64260754358452,40.3227149740583,0,1,0,0
744,2015-09-04,1.10108936706685,8,2,3,2015-09-04,2015-09-04,NA,2,2.73412498357063,27.4903808413371,1,0,0,0
745,2010-06-13,1.12921744182514,8,1,3,2010-08-17,2010-06-22,NA,0,0.0450176273201368,25.3839900936205,0,0,0,0
746,2015-09-29,1.75050854210979,14,2,5,2015-11-11,2015-11-13,NA,1,1.20315983452327,0,0,0,0,0
747,2016-02-27,1.53935448390015,14,2,4,2016-03-13,2016-03-08,NA,1,6.96093765515227,0,1,0,0,0
748,2017-05-21,0.837875283209004,5,-1,4,2017-06-20,2017-06-15,NA,1,3.16515764285768,12.384406926859,0,0,0,0
749,2015-12-11,1.26530464625532,9,3,3,2016-01-31,2015-12-26,NA,0,0.469402358366645,27.738642479347,0,0,0,0
750,2012-09-19,0.656735428263871,4,2,3,2012-11-06,2012-10-02,NA,0,2.76205046150917,31.1546935143647,1,0,0,0
751,2015-03-15,2.01551406441948,32,3,4,2015-04-27,2015-03-20,NA,0,9.97831729791357,35.6256282895465,0,0,1,1
752,2011-09-14,0.895072563363495,8,2,4,2011-11-01,2011-09-22,NA,0,4.04698798268814,31.0547020455018,0,0,0,1
753,2019-07-31,0.848774765464858,5,-1,2,2019-08-22,2019-08-14,NA,1,4.37959481715279,36.6700123769072,0,0,0,0
754,2019-03-27,1.67162321412465,14,0,4,2019-05-03,2019-04-21,NA,1,6.94984651164867,33.4911665019737,0,0,1,0
755,2013-08-17,2.75173152487089,24,2,2,2013-09-14,2013-09-03,NA,1,4.12737117883672,0,0,0,0,0
756,2016-06-24,1.34268613184686,10,0,3,2016-07-26,2016-07-14,NA,1,5.89967579918175,0,0,0,0,0
757,2017-10-22,0.541806724792321,4,-1,4,2017-12-17,2017-11-30,NA,0,3.81536550648986,48.1944426737475,0,0,1,0
758,2016-07-06,2.7502608091264,24,3,2,2016-08-14,2016-07-15,NA,0,6.67814833908758,17.8281569998711,0,0,0,0
759,2016-01-30,2.01411674767349,19,1,2,2016-03-02,2016-01-30,NA,0,6.86686099013615,0,1,0,0,0
760,2015-04-29,3.42195063130996,31,3,7,2015-05-22,2015-05-13,NA,1,9.03452649393619,7.92251398489642,0,0,0,0
761,2015-09-25,3.05562848021065,32,7,5,2015-11-04,2015-10-13,NA,0,4.18150119116057,13.8114330880903,0,1,0,0
762,2016-09-03,0.816449842713218,6,1,8,2016-09-13,2016-09-15,NA,1,0.852016262697192,29.4112948602652,0,1,0,0
763,2011-10-02,1.35138600036497,10,4,2,2011-11-18,2011-10-18,NA,0,4.45016933496164,27.5753993351329,0,0,0,0
764,2015-12-15,1.47548387872284,11,1,2,2016-01-29,2016-01-04,NA,0,3.10608084780108,0,0,0,0,0
765,2009-02-22,2.33459860354831,12,3,4,2009-03-13,2009-03-10,NA,1,3.81174518075639,21.6899451797703,0,0,0,1
766,2019-06-09,1.91514730427045,16,3,3,2019-07-07,2019-06-30,NA,1,5.44183222808674,0,0,0,0,0
767,2014-04-26,2.98087031390427,30,2,5,2014-06-07,2014-06-03,NA,1,5.54705415633254,32.3244440968005,1,0,0,0
768,2010-11-03,1.45936815603009,11,1,1,2010-12-22,2010-11-22,NA,0,2.69649045126397,12.0786279508698,0,0,0,0
769,2016-08-18,2.10612702054577,18,2,4,2016-09-13,2016-09-02,NA,1,4.16760673509874,26.4549957821897,0,0,0,0
770,2009-10-06,0.891626200607302,11,2,2,2009-11-17,2009-11-04,NA,0,0.596499942485902,0,0,1,1,0
771,2015-10-11,1.88877797859245,26,4,2,2015-12-01,2015-10-20,NA,0,9.40035265669893,13.723046350532,1,0,1,0
772,2014-03-30,1.20107049066,9,1,4,2014-05-21,2014-05-03,NA,0,3.15998384407478,35.1137480587955,0,0,0,0
773,2016-01-27,3.02691750721823,19,5,4,2016-02-12,2016-02-06,NA,1,9.16523972133517,23.0043559441516,1,0,0,1
774,2014-10-04,2.04684063387917,20,2,5,2014-11-24,2014-11-19,NA,1,3.24482148287866,0,0,1,0,0
775,2018-10-05,2.34131252665559,30,3,3,2018-11-28,2018-10-29,NA,0,5.61917193358966,24.6239906665771,0,0,1,0
776,2014-11-07,0.799736924901764,4,5,5,2014-11-26,2014-11-21,NA,1,3.60190189910142,0,0,0,0,0
777,2014-12-13,3.70424277009727,34,5,4,2015-01-17,2015-01-05,NA,1,5.7491344264281,11.747598368379,0,0,0,0
778,2017-03-23,1.41062747915721,11,5,3,2017-04-29,2017-04-17,NA,1,2.17938426964493,0,0,0,0,0
779,2011-09-15,1.09687771423373,7,2,8,2011-11-02,2011-10-10,NA,0,7.74511090214704,32.8169624760491,0,0,0,0
780,2017-07-02,1.50569554497349,8,2,4,2017-07-27,2017-07-25,NA,1,-0.772079592642402,31.1862278238512,1,0,0,1
781,2011-12-06,4.28026605726699,31,5,5,2011-12-17,2011-12-19,NA,1,8.45420820601691,0,0,1,1,1
782,2016-03-25,2.80320331542482,25,5,7,2016-03-29,2016-03-26,NA,1,5.62587928344849,0,0,0,0,0
783,2012-03-26,1.86033862033689,15,2,2,2012-05-14,2012-04-07,NA,0,5.98982696765018,30.4319324136896,0,0,0,0
784,2010-09-21,3.61561308847433,33,3,2,2010-11-16,2010-10-15,NA,0,5.18745623346804,0,0,0,0,0
785,2010-04-19,0.685462370040879,5,0,1,2010-05-11,2010-05-04,NA,1,2.31735219509993,0,1,1,0,0
786,2014-06-22,2.47912040136434,21,3,1,2014-09-11,2014-07-16,NA,0,3.6469382736232,28.3716519912374,0,0,0,0
787,2010-06-27,3.44354167902197,31,2,3,2010-07-24,2010-07-18,NA,1,6.61094499084513,23.7965519703768,0,0,0,0
788,2015-07-31,1.11953231989933,8,2,6,2015-08-25,2015-08-18,NA,1,6.50440951695433,24.7512185476024,0,0,0,0
789,2009-03-15,2.48417774129209,21,3,5,2009-04-16,2009-04-10,NA,1,4.21614526461267,40.0197426704403,0,0,0,0
790,2010-11-13,1.2081789722751,9,0,2,2010-12-30,2010-11-27,NA,0,1.99065961772868,0,0,0,0,0
791,2017-08-22,1.72810737101753,16,1,3,2017-09-18,2017-09-20,NA,1,7.21739321416138,0,1,0,0,0
792,2015-06-29,1.91165870497123,11,2,7,2015-07-22,2015-07-19,NA,1,4.33349936212055,0,1,0,0,1
793,2013-12-08,1.56411175835605,16,3,4,2014-01-22,2014-01-03,NA,0,8.88888763096368,37.2621802943631,0,0,0,1
794,2012-03-09,4.55910006378694,31,7,1,2012-04-20,2012-04-18,NA,1,4.08961685938778,26.3774077603149,0,1,0,1
795,2009-03-17,0.703383925254083,4,1,3,2009-04-05,2009-03-31,NA,1,7.07290940345875,17.6684649905293,0,0,0,0
796,2016-06-04,1.56365044040355,12,4,2,2016-08-12,2016-06-30,NA,0,5.65463778139932,33.5887921625763,0,0,0,0
797,2012-02-07,1.77895547758664,14,0,7,2012-03-09,2012-02-28,NA,1,3.12484579109804,0,0,0,0,0
798,2017-12-06,0.86521010747863,6,0,6,2017-12-02,2017-12-06,NA,1,2.20969675839991,31.2751854633991,0,1,0,0
799,2012-06-24,2.0131728541321,23,1,5,2012-08-06,2012-07-15,NA,0,5.73008064543727,23.0994979506024,1,1,0,0
800,2011-11-06,1.02377978483067,7,3,3,2011-12-13,2011-12-02,NA,1,3.20029687490925,13.4639488425127,0,0,1,0
801,2012-03-10,0.932101742361296,7,1,6,2012-04-01,2012-03-30,NA,1,2.94825034548132,35.7146203897037,1,0,0,0
802,2010-06-08,0.857310124923879,5,-1,4,2010-07-11,2010-07-09,NA,1,2.23665515222535,0,0,0,0,0
803,2013-10-26,2.18408882929381,31,3,4,2014-01-07,2013-11-30,NA,0,6.77603508498045,20.2127302824168,1,0,1,0
804,2016-11-08,0.683032354887659,8,2,2,2017-01-15,2016-12-02,NA,0,7.63785204936461,29.7469194143165,0,1,1,0
805,2014-11-07,1.22927320082313,9,0,4,2014-12-01,2014-11-21,NA,1,2.73465043499402,0,0,0,0,0
806,2017-04-01,1.25850667226065,9,1,6,2017-05-06,2017-04-27,NA,1,2.1565654533206,18.3039360187821,0,0,0,0
807,2013-03-27,4.78491670925745,44,2,2,2013-04-13,2013-04-07,NA,1,11.559530679967,0,0,0,0,0
808,2014-09-10,1.99283607293251,16,0,1,2014-10-19,2014-10-10,NA,0,4.74066578521007,15.0153425716805,0,0,0,0
809,2012-02-25,1.79472273604001,14,0,4,2012-03-09,2012-03-06,NA,1,2.87038354309926,0,0,0,0,0
810,2011-05-07,1.59947687006916,12,2,5,2011-05-30,2011-05-27,NA,1,3.37360699339394,22.5010022197837,0,0,0,0
811,2010-01-23,1.9810815704154,20,1,5,2010-03-10,2010-02-15,NA,0,7.94929850702518,20.0783767609514,0,1,0,0
812,2018-01-31,2.38634228631103,24,2,3,2018-03-04,2018-03-03,NA,1,3.19672454811776,0,1,0,0,0
813,2015-05-13,3.89739477820127,41,2,5,2015-06-14,2015-06-14,NA,1,9.117269382674,10.1595942593738,1,0,0,0
814,2019-05-28,0.827234887909832,8,1,3,2019-07-13,2019-06-27,NA,0,5.62016315852476,32.6496509642652,0,0,1,0
815,2019-07-07,1.87826546752641,18,3,8,2019-08-04,2019-08-02,NA,1,8.11084092339591,22.6779205103671,1,0,0,0
816,2012-03-18,2.94599761488602,26,2,1,2012-05-16,2012-03-30,NA,0,6.86760170459753,0,0,0,0,0
817,2011-06-02,4.0442407473131,37,5,3,2011-08-07,2011-07-07,NA,0,8.87432901416041,29.9727215725286,0,0,0,0
818,2017-08-09,1.61034959989866,8,2,6,2017-08-27,2017-08-20,NA,1,7.22768638166855,0,0,0,1,1
819,2010-06-16,3.21339663708955,29,2,4,2010-07-11,2010-07-04,NA,1,4.66785343623067,0,0,0,0,0
820,2016-08-15,1.23374987939216,10,0,4,2016-10-09,2016-08-31,NA,0,3.61068740803737,41.7840400132166,1,0,0,0
821,2014-03-19,2.38412164961701,20,1,2,2014-04-29,2014-04-06,NA,0,3.98860105851397,32.7147293845709,0,0,0,0
822,2017-04-13,2.35322531189556,12,2,3,2017-05-01,2017-04-29,NA,1,6.16999553701507,24.6183191125327,0,0,0,1
823,2012-02-19,1.06181955774512,7,5,6,2012-03-15,2012-03-16,NA,1,5.20848150182059,43.6971260210431,0,0,0,0
824,2010-10-26,2.1229571667239,18,2,4,2010-11-06,2010-11-04,NA,1,0.434283262712976,21.6485618572657,0,0,0,0
825,2014-10-03,1.64738327566045,16,0,4,2014-11-16,2014-10-22,NA,0,4.76738840370571,26.0287144874919,0,1,0,0
826,2014-12-31,2.04266512009091,20,0,1,2015-01-20,2015-01-23,NA,1,9.06801414760634,0,1,0,0,0
827,2012-11-09,0.930385412817961,6,2,2,2012-12-17,2012-12-07,NA,2,3.45079331455773,29.178045203788,0,0,0,1
828,2011-04-09,1.78854319986691,20,3,2,2011-04-30,2011-04-22,NA,1,10.7231789132761,0,1,1,0,0
829,2009-11-19,1.57197333843719,15,2,4,2010-01-03,2009-12-13,NA,0,1.85323290030905,0,0,1,0,0
830,2011-08-16,1.97522405688535,19,2,7,2011-09-15,2011-09-15,NA,1,5.5674893128465,25.0306092021877,1,0,0,0
831,2010-03-02,1.50361621944322,12,2,4,2010-04-04,2010-03-02,NA,0,7.29111451605836,20.0929345507386,0,0,0,0
832,2018-09-11,5.51253606219392,33,3,7,2018-10-15,2018-10-20,NA,1,8.19501578395454,0,0,0,0,1
833,2019-10-29,2.6261905633054,23,1,5,2019-11-19,2019-11-15,NA,1,3.6589564117869,13.5313587116125,0,0,0,0
834,2019-01-26,3.13304748944544,29,5,4,2019-02-06,2019-01-31,NA,1,9.21526289410559,34.0555884718873,0,0,1,0
835,2009-04-11,0.769113044733497,4,-1,2,2009-05-04,2009-04-30,NA,1,2.53224588471952,0,0,0,0,0
836,2017-07-26,2.54449084503782,22,2,4,2017-08-08,2017-08-05,NA,1,11.862856909273,43.3555577699906,0,0,0,0
837,2009-05-16,3.30705594012644,30,3,4,2009-07-18,2009-06-23,NA,0,6.93177631954643,28.2114017780726,0,0,0,0
838,2016-09-14,1.66705820731459,16,3,4,2016-10-03,2016-10-02,NA,1,5.73521374281666,23.4516458835857,1,0,1,0
839,2011-08-02,1.31918836336815,17,0,1,2011-09-23,2011-09-04,NA,0,4.58529889808815,19.7962567814451,1,0,1,0
840,2014-02-13,2.34781787126452,23,3,2,2014-03-13,2014-03-07,NA,1,4.99040940958606,47.8076779223942,1,0,0,0
841,2015-05-11,2.00290683831729,17,1,2,2015-07-11,2015-05-28,NA,0,6.21370908816351,0,0,0,0,0
842,2018-07-05,0.719584317385723,4,1,2,2018-07-20,2018-07-11,NA,1,6.911342881631,30.6721425255986,0,0,0,0
843,2009-12-21,2.01628679082248,17,1,3,2010-02-17,2010-01-12,NA,0,7.0186289429908,25.8837492843321,0,0,0,0
844,2015-03-20,3.31912164896119,30,3,2,2015-05-09,2015-04-12,NA,0,9.77974923798695,31.480710543808,0,0,0,0
845,2018-04-09,3.99995440977628,36,1,5,2018-05-16,2018-05-15,NA,1,3.92783001655549,24.7102571777879,0,0,0,0
846,2013-09-18,3.10974555829097,28,2,1,2013-10-06,2013-09-27,NA,2,8.75500576803707,19.5279048332547,0,0,0,0
847,2018-10-19,1.8920199553688,15,6,2,2018-12-09,2018-11-01,NA,0,3.00176516507178,35.1993409029258,0,0,0,0
848,2017-12-14,1.4795318872667,11,3,4,2018-01-30,2018-01-01,NA,0,4.49495641476216,37.2101589337797,0,0,0,0
849,2012-05-06,1.8266895509509,23,1,2,2012-06-26,2012-05-13,NA,0,3.15039789805545,20.0020565771498,0,0,1,0
850,2015-02-17,1.70524288999325,14,0,1,2015-03-25,2015-03-08,NA,0,5.05925293189119,0,0,0,0,0
851,2019-08-04,1.43441271612176,11,1,3,2019-09-22,2019-08-13,NA,0,6.23889188836286,18.6828151896628,0,0,0,0
852,2014-12-13,2.8000369241308,25,4,3,2015-01-04,2015-01-07,NA,1,6.24987227835839,41.7867233049159,0,0,0,0
853,2010-08-23,5.31043063326883,32,1,5,2010-09-02,2010-08-31,NA,1,8.13626479210871,38.0191184057353,0,0,0,1
854,2019-11-08,0.964849129935569,8,3,3,2020-01-06,2019-11-23,NA,0,-0.500751633285755,16.6067888600871,0,1,0,0
855,2011-11-16,2.19655292369428,18,2,6,2011-12-22,2011-12-15,NA,1,4.84830565761235,40.2208557774816,0,0,0,0
856,2010-09-02,1.82404682127581,27,4,2,2010-10-10,2010-10-03,NA,0,7.74346469694986,31.5506742753263,0,1,1,0
857,2011-06-13,4.08784234742482,37,3,2,2011-06-26,2011-06-19,NA,1,7.80465081662116,32.5204560888714,0,0,0,0
858,2012-10-14,1.18336689777838,8,1,2,2012-11-28,2012-11-15,NA,2,1.07963069483013,21.4502178892491,0,0,0,0
859,2013-01-06,1.62859914493005,20,1,2,2013-02-06,2013-01-10,NA,0,3.76692114188083,39.9956204216704,0,0,1,0
860,2010-12-10,2.80035591410236,30,6,4,2011-01-01,2010-12-28,NA,1,1.2853421437431,0,0,1,1,0
861,2018-02-05,1.11822666153938,8,2,4,2018-04-08,2018-03-04,NA,0,5.40815555625873,0,0,0,0,0
862,2016-04-02,1.12137383741666,8,4,3,2016-04-23,2016-04-22,NA,1,3.97107168061826,40.2216310450195,0,0,1,0
863,2015-07-18,1.86879607426957,15,2,4,2015-08-05,2015-07-28,NA,1,3.16559120985594,0,0,0,0,0
864,2015-05-19,2.37362970749982,20,1,2,2015-07-20,2015-06-17,NA,0,3.93597449910224,41.7602133083111,0,0,0,0
865,2009-01-17,2.92045136770209,29,2,6,2009-02-21,2009-02-02,NA,0,5.96166836962943,15.7506128588808,1,0,0,0
866,2016-02-03,3.35104122332623,19,3,4,2016-02-09,2016-02-03,NA,1,5.79313994201544,18.9226983824403,0,0,0,1
867,2015-08-09,0.990871314261459,9,3,2,2015-09-13,2015-08-12,NA,0,5.42971853000361,35.5715885806372,1,1,0,0
868,2016-03-26,3.02225375589448,27,3,5,2016-05-04,2016-04-25,NA,0,7.35960772875721,0,0,0,0,0
869,2016-03-10,1.14000616768629,4,0,3,2016-03-29,2016-04-01,NA,1,4.38473107986699,33.3703778687998,0,0,0,1
870,2016-12-12,0.906641535173722,6,2,3,2017-02-01,2017-01-01,NA,0,5.43394218777636,0,0,0,0,0
871,2015-03-13,1.31873117028642,15,1,2,2015-04-27,2015-04-10,NA,0,6.96654290380735,0,0,0,1,0
872,2018-11-22,2.26590491430101,19,1,3,2018-12-21,2018-12-24,NA,1,3.31529320615023,0,0,0,0,0
873,2015-10-25,0.867788017129679,6,2,1,2015-11-23,2015-11-15,NA,1,3.12896154969068,34.4986853981722,0,1,0,0
874,2019-03-03,3.01294607601749,30,2,3,2019-05-05,2019-04-06,NA,0,8.72015559742425,22.2112755637326,1,0,0,0
875,2016-06-14,1.70189456315005,24,5,7,2016-08-12,2016-07-15,NA,0,5.28813685411837,22.1041793942355,1,1,0,1
876,2018-09-11,0.650298644194235,4,2,6,2018-11-15,2018-10-16,NA,0,4.18214103946545,30.1854279351827,0,1,0,0
877,2013-06-19,0.772677061337384,4,1,1,2013-08-11,2013-07-10,NA,0,4.22531058687461,41.72017420988,0,0,0,0
878,2014-09-01,1.80296776628484,15,1,1,2014-09-27,2014-09-17,NA,0,4.14001655512199,0,0,0,0,0
879,2012-11-16,1.34439673797195,13,2,2,2013-01-10,2012-12-02,NA,0,3.47156093154902,0,0,0,0,1
880,2017-05-26,1.59167641903789,19,2,1,2017-07-26,2017-06-17,NA,0,3.69192255768124,17.0077982235418,0,0,1,0
881,2014-09-04,0.852790923642002,5,1,3,2014-09-28,2014-09-23,NA,1,2.55864136443753,0,0,0,0,0
882,2016-11-02,1.25910380386511,9,3,4,2016-12-06,2016-12-05,NA,1,5.09105721297748,21.7549033017732,0,0,0,0
883,2017-12-03,0.894858235859227,5,-1,3,2017-12-26,2017-12-27,NA,1,2.78339867373477,0,0,0,0,0
884,2014-05-23,1.79760899056337,14,3,2,2014-07-08,2014-06-05,NA,0,6.16293425884943,32.4977367268662,0,0,0,0
885,2015-08-22,1.12870724587582,11,1,3,2015-10-01,2015-09-02,NA,0,7.1600583995863,0,1,1,0,0
886,2015-02-14,0.923462139016711,7,1,2,2015-03-01,2015-02-24,NA,1,7.60987405870442,53.7736421947056,1,0,0,0
887,2014-02-22,1.80740509075352,17,3,8,2014-03-21,2014-03-15,NA,1,5.29592162083539,0,0,1,0,0
888,2018-06-03,1.99549372994288,16,1,4,2018-06-30,2018-07-03,NA,0,6.44747033107659,18.8990524710004,0,0,0,0
889,2012-11-04,2.77080826471728,24,7,5,2012-11-11,2012-11-09,NA,1,2.10451763462494,7.76450757955415,0,0,0,0
890,2015-01-02,0.707740437189584,5,0,7,2015-02-03,2015-01-26,NA,1,3.44548319737952,25.3401818474088,1,0,0,0
891,2015-07-25,3.18692990311097,33,6,4,2015-09-10,2015-09-08,NA,1,6.05107362118696,0,0,1,0,0
892,2014-01-15,2.82557761746205,26,3,5,2014-01-30,2014-01-17,NA,1,6.75087118160268,0,0,0,1,0
893,2015-06-22,1.41737571312142,11,1,7,2015-07-26,2015-07-27,NA,1,8.39793971668179,31.4049916230285,0,0,1,0
894,2018-11-26,1.27360271363016,11,2,3,2019-01-31,2018-12-21,NA,0,5.44306429142301,0,1,0,0,0
895,2009-06-27,1.52197380713534,12,2,3,2009-08-07,2009-07-10,NA,0,1.71049682911593,0,0,0,0,0
896,2012-09-28,1.747884948777,14,1,5,2012-10-26,2012-10-09,NA,1,7.03577950825297,0,0,0,0,0
897,2014-01-12,1.09010415323819,7,1,3,2014-03-08,2014-01-28,NA,0,4.36838221167891,53.7776943113572,0,0,0,0
898,2010-07-17,2.62053124512704,26,5,5,2010-08-27,2010-08-04,NA,0,4.34610334503069,18.6606571194539,1,0,0,0
899,2016-03-19,1.82478527537224,15,1,9,2016-04-16,2016-04-11,NA,1,3.3988140903432,0,0,0,0,0
900,2015-01-08,2.41837615125727,13,4,2,2015-01-14,2015-01-08,NA,1,0.972746191783581,0,0,0,0,1
901,2009-05-08,1.35631216411822,10,4,5,2009-06-24,2009-05-19,NA,0,4.81827215376928,27.3329495753426,0,0,0,0
902,2010-05-23,1.60819248836954,9,2,2,2010-06-19,2010-06-18,NA,1,2.79550486408004,0,1,0,0,1
903,2019-02-23,5.15677767916893,31,3,5,2019-03-30,2019-03-20,NA,1,8.19310322714744,23.5358868100023,0,0,0,1
904,2015-09-28,0.451377571381474,4,-1,3,2015-11-21,2015-10-28,NA,0,6.63972237313333,32.1367798024861,0,1,1,0
905,2013-04-10,2.10746445518039,20,3,4,2013-05-04,2013-05-03,NA,1,3.0157530107269,0,0,1,0,0
906,2016-10-04,2.87287863631341,25,5,6,2016-10-27,2016-10-27,NA,1,7.71041235068321,14.2555334642858,0,0,0,0
907,2019-02-09,3.0901223704669,27,3,6,2019-03-26,2019-03-15,NA,0,4.27629071604065,34.6849798450892,0,0,0,0
908,2016-12-13,3.26554080837488,21,4,4,2016-12-18,2016-12-13,NA,1,8.92415399746072,0,0,1,0,1
909,2014-03-14,1.18638071620333,8,0,3,2014-04-14,2014-04-09,NA,2,2.97119193900879,0,0,1,0,0
910,2018-06-09,4.2418475831604,39,3,4,2018-07-17,2018-07-07,NA,0,7.15769699239578,41.6046509583297,0,0,0,0
911,2014-09-18,2.11410347113653,21,2,2,2014-11-07,2014-10-08,NA,0,7.96648545915637,19.8557728064626,0,1,0,0
912,2010-10-12,0.727568130920532,4,2,3,2010-11-07,2010-10-21,NA,0,3.72045057166347,0,0,0,0,0
913,2019-08-16,2.66992390877408,23,4,2,2019-10-14,2019-09-05,NA,0,7.28948060700825,29.0537292148506,0,0,0,0
914,2014-11-28,1.17825261425014,9,2,4,2015-01-04,2014-12-31,NA,1,3.98046932882049,31.6684929495866,0,0,1,0
915,2014-02-06,0.756736862310206,10,3,4,2014-03-24,2014-02-17,NA,0,0.380604908128154,31.1377776794853,0,0,1,1
916,2019-04-02,4.87001438663088,29,4,5,2019-04-27,2019-04-22,NA,1,8.10975921263681,10.2629832633425,0,0,0,1
917,2010-04-12,1.03641808149432,9,5,2,2010-05-21,2010-05-08,NA,0,5.27947107876732,36.477860623944,0,1,0,0
918,2015-09-09,1.94027834695734,16,1,3,2015-10-05,2015-09-15,NA,0,4.75010289548444,37.5527417974434,0,0,0,0
919,2018-10-31,0.460308518558612,4,0,2,2018-12-30,2018-11-23,NA,0,4.96330068916849,0,0,1,1,0
920,2011-04-24,0.693446584636322,5,4,3,2011-05-24,2011-05-20,NA,1,4.44423647182203,41.1767445319949,1,1,0,0
921,2015-10-06,1.14049636659991,13,5,6,2015-11-03,2015-10-12,NA,0,6.43635134271845,0,0,0,1,0
922,2018-09-01,1.17459542558309,9,1,3,2018-09-22,2018-09-21,NA,1,-0.437853165860164,23.4764551099631,0,0,1,0
923,2012-11-25,1.8748661460726,9,2,4,2012-12-17,2012-12-09,NA,1,3.25355450376216,31.3756816162493,0,0,0,1
924,2018-12-11,2.45888870274815,32,2,3,2019-01-26,2018-12-24,NA,0,8.90254459806478,23.3602130002094,0,0,1,0
925,2009-10-04,1.24537892165347,9,2,1,2009-11-12,2009-10-15,NA,0,4.46547515107116,34.9686047667213,0,0,0,0
926,2009-07-29,1.58295454528878,12,2,5,2009-09-12,2009-08-10,NA,0,4.76730425767408,0,0,0,0,0
927,2018-05-19,2.23273635259916,19,1,3,2018-07-01,2018-06-12,NA,0,3.8152133104233,24.5522687582543,0,0,0,0
928,2011-08-20,1.46730183892525,11,2,3,2011-09-21,2011-09-19,NA,0,3.85029696409335,0,0,0,0,0
929,2017-06-17,0.664866469484881,7,4,4,2017-07-27,2017-06-29,NA,0,3.136523505135,0,1,0,1,0
930,2015-07-18,1.05508811038427,12,1,4,2015-10-01,2015-08-08,NA,0,6.60571782032477,0,0,0,1,0
931,2018-04-17,2.27121555609717,29,3,2,2018-06-13,2018-05-14,NA,0,7.00474656426062,29.7154365759342,0,0,1,0
932,2017-04-16,1.99637587908463,21,1,4,2017-06-15,2017-05-28,NA,0,5.43632007442254,0,0,0,0,1
933,2014-12-18,1.15362247739437,10,0,8,2015-01-30,2015-01-17,NA,0,1.52475869061683,19.5957553470846,0,1,0,0
